scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,netoperatecashflow,netoperatecashflow_zb,salegoodsservicerec,salegoodsservicerec_zb,employeepay,employeepay_zb,netinvcashflow,netinvcashflow_zb,invincomerec,invincomerec_zb,buyfilassetpay,buyfilassetpay_zb,netfinacashflow,netfinacashflow_zb,nicashequi,nicashequi_tb,niclientdeposit,niclientdeposit_zb,niloanadvances,niloanadvances_zb,intandcommrec,intandcommrec_zb,agentuwsecurityrec,invpay,invpay_zb,cashequibeginning,cashequibeginning_zb,cashequiending,cashequiending_zb,premiumrec,premiumrec_zb,indemnitypay,indemnitypay_zb,eutime,nideposit,nideposit_zb
300807,016061,80386495,天迈科技,专用设备,001,001,2,cyb,2019-11-13T00:00:00,2012-12-31T00:00:00,10480811.5,1.20516386253246,84318314.36,9.69556464366564,7031911.61,0.808582976317672,-1784225.23,-0.205163862532465,-,-,1784225.23,0.205163862532465,-,-,8696586.27,-,-,-,-,-,-,-,-,-,-,2559458.0,0.294306055334515,11256044.27,1.29430605533451,-,-,-,-,2019/11/13 15:50:36,-,-
600803,016041,10000752,新奥股份,化工行业,001,001,2,shzb,2017-08-03T00:00:00,2012-12-31T00:00:00,657463315.66,6.29094042989988,4211046778.16,40.2934183519163,260332169.26,2.49098942829566,-386058827.25,-3.69400547044775,197970.28,0.00189427943537865,283762990.06,2.71518733313007,-375914032.41,-3.59693495945212,-104509544.0,-1.5466775507533,-,-,-,-,-,-,-,-,-,1019504809.33,9.7551359455745,914995265.33,8.7551359455745,-,-,-,-,2018/4/9 16:31:52,-,-
603583,016020,80373736,捷昌驱动,输配电气,001,001,2,shzb,2017-07-06T00:00:00,2012-12-31T00:00:00,17645860.13,3.42869642256508,94315838.82,18.3261329723211,14603236.95,2.8374964960314,-26465480.56,-5.14240155192354,-,-,26465480.56,5.14240155192354,3673098.85,0.713705129358459,-5146521.58,-,-,-,-,-,-,-,-,-,-,23110456.05,4.49050017390581,17963934.47,3.49050017390581,-,-,-,-,2017/7/6 19:22:48,-,-
300943,016043,80363931,春晖智控,机械行业,001,001,2,cyb,2017-07-06T00:00:00,2012-12-31T00:00:00,40618772.8,1.26344039202869,247128475.58,7.68689146778578,31302036.72,0.973644815404502,-2525602.24,-0.0785584512837412,121610.2,0.00378266570285668,8092037.41,0.251701521558555,-70007359.24,-2.17756764436466,-32149338.47,-,-,-,-,-,-,-,-,207134.2,0.00644287596129812,63010970.05,1.95994608438984,30861631.58,0.959946084389835,-,-,-,-,2017/7/6 20:13:08,-,-
603727,016023,80374281,博迈科,石油行业,001,001,2,shzb,2016-10-31T00:00:00,2012-12-31T00:00:00,79039221.12,1.24864182591654,719570392.69,11.3675929022607,56662190.03,0.895135091375369,-175043247.02,-2.76528939020765,-,-,277382342.54,4.38201679822111,156926232.25,2.47908132689407,63300155.0,2.01938448578523,-,-,-,-,-,-,-,-,-,125800339.99,1.98736227407342,189100494.99,2.98736227407342,-,-,-,-,2018/5/10 17:35:11,-,-
603959,016005,80329980,百利科技,工程建设,001,001,2,shzb,2016-04-26T00:00:00,2012-12-31T00:00:00,67312600.7,0.974084096420834,496913736.51,7.19086416204156,81026381.82,1.17253692623087,-41439413.84,-0.599671882630816,100000.0,0.00144710512785288,41539413.84,0.601118987758669,43230292.96,0.625587786209983,69103479.82,1.21506598819849,-,-,-,-,-,-,-,-,-,67410545.51,0.975501460788809,136514025.33,1.97550146078881,-,-,-,-,2018/4/14 12:27:23,-,-
603380,016022,80492226,易德龙,电子元件,001,001,2,shzb,2016-04-01T00:00:00,2012-12-31T00:00:00,20517303.7,11.9526768968539,161750432.09,94.2302497914619,27863020.22,16.2320392060175,-22313440.94,-12.9990448020152,-,-,20371773.32,11.8678958926708,3512681.9,2.04636790516129,1716544.66,-,-,-,-,-,-,-,-,-,-,4714312.69,2.74639675847409,6430857.35,3.74639675847408,-,-,-,-,2018/4/13 15:09:48,-,-
603922,016035,80492229,金鸿顺,汽车行业,001,001,2,shzb,2016-04-01T00:00:00,2012-12-31T00:00:00,55478370.45,2.92818004416591,987897546.46,52.14179612272,99989546.85,5.27750532931094,-131664265.71,-6.94931506197077,81652.67,0.00430967450751546,131775918.38,6.95520815359405,95760980.47,5.05431918327037,18946365.87,-,-,-,-,-,-,-,-,-,-,39507583.47,2.0852327956232,58453949.34,3.0852327956232,-,-,-,-,2018/4/13 22:05:30,-,-
603701,016043,80198356,德宏股份,机械行业,001,001,2,shzb,2016-03-28T00:00:00,2012-12-31T00:00:00,49780432.57,3.52137469269632,235960733.57,16.6914209613397,25693176.04,1.81748721759345,-19440664.33,-1.37519623367279,-,-,21317839.9,1.50798412250141,-16203170.86,-1.14618200088169,14136647.45,1.08296010490577,-,-,-,-,-,-,-,-,-,25689012.12,1.81719266968067,39825659.57,2.81719266968067,-,-,-,-,2018/4/14 11:35:22,-,-
300761,016009,80491318,立华股份,农牧饲渔,001,001,2,cyb,2016-03-25T00:00:00,2012-12-31T00:00:00,239352222.86,7.24242282498178,2827864872.37,85.5667553570038,117860166.57,3.56626376944909,-204454853.87,-6.1864831780255,2961785.35,0.0896189789475375,434928388.14,13.1602508130459,-1851144.57,-0.056012731053477,33048639.75,-,-,-,-,-,-,-,-,-,-,111592100.65,3.37660192655887,144640740.4,4.37660192655887,-,-,-,-,2017/8/5 14:07:12,-,-
